,Team_1,Team_2,Winner,Margin,Ground,Match Date
364,Sri Lanka,Pakistan,Pakistan,8 wickets,Kandy,"Mar 2, 1986"
365,West Indies,England,England,5 wickets,Port of Spain,"Mar 4, 1986"
366,Sri Lanka,Pakistan,no result,-,Moratuwa,"Mar 8, 1986"
367,Sri Lanka,Pakistan,Pakistan,8 wickets,Colombo (SSC),"Mar 11, 1986"
368,New Zealand,Australia,New Zealand,30 runs,Dunedin,"Mar 19, 1986"
369,West Indies,England,West Indies,135 runs,Bridgetown,"Mar 19, 1986"
370,New Zealand,Australia,New Zealand,53 runs,Christchurch,"Mar 22, 1986"
371,New Zealand,Australia,Australia,3 wickets,Wellington,"Mar 26, 1986"
372,New Zealand,Australia,Australia,44 runs,Auckland,"Mar 29, 1986"
373,Sri Lanka,Pakistan,Pakistan,81 runs,Colombo (PSS),"Mar 30, 1986"
374,Bangladesh,Pakistan,Pakistan,7 wickets,Moratuwa,"Mar 31, 1986"
375,West Indies,England,West Indies,8 wickets,Port of Spain,"Mar 31, 1986"
376,Sri Lanka,Bangladesh,Sri Lanka,7 wickets,Kandy,"Apr 2, 1986"
377,Sri Lanka,New Zealand,New Zealand,6 wickets,Colombo (RPS),"Apr 5, 1986"
378,Sri Lanka,Pakistan,Sri Lanka,5 wickets,Colombo (SSC),"Apr 6, 1986"
379,New Zealand,Pakistan,Pakistan,4 wickets,Colombo (SSC),"Apr 7, 1986"
380,India,New Zealand,India,3 wickets,Sharjah,"Apr 10, 1986"
381,Australia,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 11, 1986"
382,India,Sri Lanka,India,3 wickets,Sharjah,"Apr 13, 1986"
383,New Zealand,Pakistan,Pakistan,10 wickets,Sharjah,"Apr 15, 1986"
384,India,Pakistan,Pakistan,1 wicket,Sharjah,"Apr 18, 1986"
385,England,India,India,9 wickets,The Oval,"May 24, 1986"
386,England,India,England,5 wickets,Manchester,"May 26, 1986"
387,England,New Zealand,New Zealand,47 runs,Leeds,"Jul 16, 1986"
388,England,New Zealand,England,6 wickets,Manchester,"Jul 18, 1986"
389,India,Australia,India,7 wickets,Jaipur,"Sep 7, 1986"
390,India,Australia,Australia,3 wickets,Srinagar,"Sep 9, 1986"
391,India,Australia,no result,-,Hyderabad (Deccan),"Sep 24, 1986"
392,India,Australia,India,3 wickets,Delhi,"Oct 2, 1986"
393,India,Australia,India,52 runs,Ahmedabad,"Oct 5, 1986"
394,India,Australia,Australia,7 wickets,Rajkot,"Oct 7, 1986"
395,Pakistan,West Indies,West Indies,4 wickets,Peshawar,"Oct 17, 1986"
396,Pakistan,West Indies,West Indies,17 runs,Gujranwala,"Nov 4, 1986"
397,Pakistan,West Indies,West Indies,4 wickets,Sialkot,"Nov 14, 1986"
398,Pakistan,West Indies,West Indies,89 runs,Multan,"Nov 17, 1986"
399,Pakistan,West Indies,Pakistan,11 runs,Hyderabad (Sind),"Nov 18, 1986"
400,India,Sri Lanka,India,7 wickets,Sharjah,"Nov 27, 1986"
401,Pakistan,West Indies,West Indies,9 wickets,Sharjah,"Nov 28, 1986"
402,India,West Indies,West Indies,33 runs,Sharjah,"Nov 30, 1986"
403,Pakistan,Sri Lanka,Pakistan,4 wickets,Sharjah,"Dec 2, 1986"
404,Sri Lanka,West Indies,West Indies,193 runs,Sharjah,"Dec 3, 1986"
405,India,Pakistan,Pakistan,3 wickets,Sharjah,"Dec 5, 1986"
406,India,Sri Lanka,Sri Lanka,117 runs,Kanpur,"Dec 24, 1986"
407,Pakistan,West Indies,Pakistan,34 runs,Perth,"Dec 30, 1986"
408,Australia,England,England,37 runs,Perth,"Jan 1, 1987"
409,Australia,Pakistan,Pakistan,1 wicket,Perth,"Jan 2, 1987"
410,England,West Indies,England,19 runs,Perth,"Jan 3, 1987"
411,Australia,West Indies,West Indies,164 runs,Perth,"Jan 4, 1987"
412,England,Pakistan,England,3 wickets,Perth,"Jan 5, 1987"
413,England,Pakistan,England,5 wickets,Perth,"Jan 7, 1987"
414,India,Sri Lanka,India,8 wickets,Guwahati,"Jan 11, 1987"
415,India,Sri Lanka,India,6 wickets,Delhi,"Jan 13, 1987"
416,India,Sri Lanka,India,94 runs,Vadodara,"Jan 15, 1987"
417,England,West Indies,England,6 wickets,Brisbane,"Jan 17, 1987"
418,India,Sri Lanka,India,10 runs,Wankhede,"Jan 17, 1987"
419,Australia,England,Australia,11 runs,Brisbane,"Jan 18, 1987"
420,Australia,West Indies,West Indies,7 wickets,Melbourne,"Jan 20, 1987"
421,Australia,England,England,3 wickets,Sydney,"Jan 22, 1987"
422,England,West Indies,England,89 runs,Adelaide,"Jan 24, 1987"
423,Australia,West Indies,West Indies,16 runs,Adelaide,"Jan 25, 1987"
424,Australia,England,Australia,33 runs,Adelaide,"Jan 26, 1987"
425,India,Pakistan,Pakistan,3 wickets,Indore,"Jan 27, 1987"
426,Australia,West Indies,Australia,36 runs,Sydney,"Jan 28, 1987"
427,England,West Indies,West Indies,6 wickets,Melbourne,"Jan 30, 1987"
428,Australia,England,Australia,109 runs,Melbourne,"Feb 1, 1987"
429,England,West Indies,England,29 runs,Devonport,"Feb 3, 1987"
430,Australia,West Indies,Australia,2 wickets,Sydney,"Feb 6, 1987"
431,Australia,England,England,6 wickets,Melbourne,"Feb 8, 1987"
432,Australia,England,England,8 runs,Sydney,"Feb 11, 1987"
433,India,Pakistan,Pakistan,2 wickets,Eden Gardens,"Feb 18, 1987"
434,New Zealand,West Indies,West Indies,95 runs,Dunedin,"Mar 18, 1987"
435,India,Pakistan,India,-,Hyderabad (Deccan),"Mar 20, 1987"
436,New Zealand,West Indies,West Indies,6 wickets,Auckland,"Mar 21, 1987"
437,India,Pakistan,Pakistan,6 wickets,Pune,"Mar 22, 1987"
438,India,Pakistan,Pakistan,41 runs,Nagpur,"Mar 24, 1987"
439,India,Pakistan,Pakistan,5 wickets,Jamshedpur,"Mar 26, 1987"
440,New Zealand,West Indies,West Indies,10 wickets,Christchurch,"Mar 28, 1987"
441,England,India,India,3 wickets,Sharjah,"Apr 2, 1987"
442,Australia,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 3, 1987"
443,Australia,India,India,7 wickets,Sharjah,"Apr 5, 1987"
444,England,Pakistan,England,5 wickets,Sharjah,"Apr 7, 1987"
445,Australia,England,England,11 runs,Sharjah,"Apr 9, 1987"
446,India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 10, 1987"
447,England,Pakistan,England,7 wickets,The Oval,"May 21, 1987"
448,England,Pakistan,Pakistan,6 wickets,Nottingham,"May 23, 1987"
449,England,Pakistan,England,1 wicket,Birmingham,"May 25, 1987"
450,Pakistan,Sri Lanka,Pakistan,15 runs,Hyderabad (Sind),"Oct 8, 1987"
451,India,Australia,Australia,1 run,Chennai,"Oct 9, 1987"
452,England,West Indies,England,2 wickets,Gujranwala,"Oct 9, 1987"
453,New Zealand,Zimbabwe,New Zealand,3 runs,Hyderabad (Deccan),"Oct 10, 1987"
454,Pakistan,England,Pakistan,18 runs,Rawalpindi,"Oct 12-13, 1987"
455,Australia,Zimbabwe,Australia,96 runs,Chennai,"Oct 13, 1987"
456,Sri Lanka,West Indies,West Indies,191 runs,Karachi,"Oct 13, 1987"
457,India,New Zealand,India,16 runs,Bengaluru,"Oct 14, 1987"
458,Pakistan,West Indies,Pakistan,1 wicket,Lahore,"Oct 16, 1987"
459,India,Zimbabwe,India,8 wickets,Wankhede,"Oct 17, 1987"
460,England,Sri Lanka,England,108 runs,Peshawar,"Oct 17, 1987"
461,Australia,New Zealand,Australia,3 runs,Indore,"Oct 18-19, 1987"
462,Pakistan,England,Pakistan,7 wickets,Karachi,"Oct 20, 1987"
463,Sri Lanka,West Indies,West Indies,25 runs,Kanpur,"Oct 21, 1987"
464,India,Australia,India,56 runs,Delhi,"Oct 22, 1987"
465,New Zealand,Zimbabwe,New Zealand,4 wickets,Eden Gardens,"Oct 23, 1987"
466,Pakistan,Sri Lanka,Pakistan,113 runs,Faisalabad,"Oct 25, 1987"
467,England,West Indies,England,34 runs,Jaipur,"Oct 26, 1987"
468,India,Zimbabwe,India,7 wickets,Ahmedabad,"Oct 26, 1987"
469,Australia,New Zealand,Australia,17 runs,Chandigarh,"Oct 27, 1987"
470,Australia,Zimbabwe,Australia,70 runs,Cuttack,"Oct 30, 1987"
471,England,Sri Lanka,England,8 wickets,Pune,"Oct 30, 1987"
472,Pakistan,West Indies,West Indies,28 runs,Karachi,"Oct 30, 1987"
473,India,New Zealand,India,9 wickets,Nagpur,"Oct 31, 1987"
474,Pakistan,Australia,Australia,18 runs,Lahore,"Nov 4, 1987"
475,India,England,England,35 runs,Wankhede,"Nov 5, 1987"
476,Australia,England,Australia,7 runs,Eden Gardens,"Nov 8, 1987"
477,Pakistan,England,England,2 wickets,Lahore,"Nov 18, 1987"
478,Pakistan,England,England,23 runs,Karachi,"Nov 20, 1987"
479,Pakistan,England,England,98 runs,Peshawar,"Nov 22, 1987"
480,India,West Indies,West Indies,10 runs,Nagpur,"Dec 8, 1987"
481,India,West Indies,West Indies,52 runs,Guwahati,"Dec 23, 1987"
482,Australia,Sri Lanka,Australia,81 runs,Perth,"Jan 2, 1988"
483,India,West Indies,India,56 runs,Eden Gardens,"Jan 2, 1988"
484,Australia,New Zealand,New Zealand,1 run,Perth,"Jan 3, 1988"
485,New Zealand,Sri Lanka,New Zealand,6 wickets,Sydney,"Jan 5, 1988"
486,India,West Indies,West Indies,6 wickets,Rajkot,"Jan 5, 1988"
487,Australia,New Zealand,Australia,6 runs,Melbourne,"Jan 7, 1988"
488,India,West Indies,West Indies,2 runs,Ahmedabad,"Jan 7, 1988"
489,New Zealand,Sri Lanka,New Zealand,4 wickets,Adelaide,"Jan 9, 1988"
490,Australia,Sri Lanka,Australia,81 runs,Adelaide,"Jan 10, 1988"
491,New Zealand,Sri Lanka,Sri Lanka,4 wickets,Hobart,"Jan 12, 1988"
492,Australia,Sri Lanka,Australia,38 runs,Melbourne,"Jan 14, 1988"
493,New Zealand,Sri Lanka,New Zealand,4 wickets,Brisbane,"Jan 16, 1988"
494,Australia,New Zealand,Australia,5 wickets,Brisbane,"Jan 17, 1988"
495,Australia,Sri Lanka,Australia,3 wickets,Sydney,"Jan 19, 1988"
496,India,West Indies,West Indies,4 wickets,Faridabad,"Jan 19, 1988"
497,Australia,New Zealand,Australia,78 runs,Sydney,"Jan 20, 1988"
498,Australia,New Zealand,Australia,8 wickets,Melbourne,"Jan 22, 1988"
499,India,West Indies,West Indies,73 runs,Gwalior,"Jan 22, 1988"
500,Australia,New Zealand,Australia,6 wickets,Sydney,"Jan 24, 1988"
501,India,West Indies,West Indies,9 wickets,Thiruvananthapuram,"Jan 25, 1988"
502,Australia,England,Australia,22 runs,Melbourne,"Feb 4, 1988"
503,New Zealand,England,England,5 wickets,Dunedin,"Mar 9, 1988"
504,New Zealand,England,England,6 wickets,Christchurch,"Mar 12, 1988"
505,West Indies,Pakistan,West Indies,47 runs,Kingston,"Mar 12, 1988"
506,West Indies,Pakistan,West Indies,5 wickets,St John's,"Mar 15, 1988"
507,New Zealand,England,New Zealand,7 wickets,Napier,"Mar 16, 1988"
508,West Indies,Pakistan,West Indies,50 runs,Port of Spain,"Mar 18, 1988"
509,New Zealand,England,New Zealand,4 wickets,Auckland,"Mar 19, 1988"
510,West Indies,Pakistan,West Indies,7 wickets,Port of Spain,"Mar 20, 1988"
511,India,Sri Lanka,India,18 runs,Sharjah,"Mar 25, 1988"
512,India,New Zealand,India,73 runs,Sharjah,"Mar 27, 1988"
513,New Zealand,Sri Lanka,New Zealand,99 runs,Sharjah,"Mar 29, 1988"
514,West Indies,Pakistan,West Indies,7 wickets,Georgetown,"Mar 30, 1988"
515,New Zealand,Sri Lanka,New Zealand,43 runs,Sharjah,"Mar 31, 1988"
516,India,New Zealand,India,52 runs,Sharjah,"Apr 1, 1988"
517,England,West Indies,England,6 wickets,Birmingham,"May 19, 1988"
518,England,West Indies,England,47 runs,Leeds,"May 21, 1988"
519,England,West Indies,England,7 wickets,Lord's,"May 23-24, 1988"
520,England,Sri Lanka,England,5 wickets,The Oval,"Sep 4, 1988"
521,Pakistan,Australia,Pakistan,-,Lahore,"Oct 14, 1988"
522,India,West Indies,India,23 runs,Sharjah,"Oct 16, 1988"
523,Pakistan,West Indies,Pakistan,84 runs,Sharjah,"Oct 18, 1988"
524,India,Pakistan,Pakistan,34 runs,Sharjah,"Oct 19, 1988"
525,India,West Indies,West Indies,8 wickets,Sharjah,"Oct 21, 1988"
526,Pakistan,West Indies,West Indies,11 runs,Sharjah,"Oct 22, 1988"
527,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Oct 27, 1988"
528,Bangladesh,India,India,9 wickets,Chattogram,"Oct 27, 1988"
529,India,Sri Lanka,Sri Lanka,17 runs,Dhaka,"Oct 29, 1988"
530,Bangladesh,Pakistan,Pakistan,173 runs,Chattogram,"Oct 29, 1988"
531,India,Pakistan,India,4 wickets,Dhaka,"Oct 31, 1988"
532,Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,"Nov 2, 1988"
533,India,Sri Lanka,India,6 wickets,Dhaka,"Nov 4, 1988"
534,Pakistan,West Indies,West Indies,89 runs,Adelaide,"Dec 10, 1988"
535,India,New Zealand,India,4 wickets,Visakhapatnam,"Dec 10, 1988"
536,Australia,Pakistan,Australia,9 wickets,Adelaide,"Dec 11, 1988"
537,India,New Zealand,India,5 wickets,Cuttack,"Dec 12, 1988"
538,Australia,West Indies,West Indies,1 run,Sydney,"Dec 13, 1988"
539,Australia,West Indies,West Indies,34 runs,Melbourne,"Dec 15, 1988"
540,India,New Zealand,India,53 runs,Indore,"Dec 15, 1988"
541,Pakistan,West Indies,West Indies,17 runs,Hobart,"Dec 17, 1988"
542,India,New Zealand,India,2 wickets,Vadodara,"Dec 17, 1988"
543,Pakistan,West Indies,West Indies,7 wickets,Perth,"Jan 1, 1989"
544,Australia,Pakistan,Pakistan,38 runs,Perth,"Jan 2, 1989"
545,Australia,West Indies,Australia,8 runs,Melbourne,"Jan 5, 1989"
546,Pakistan,West Indies,Pakistan,55 runs,Brisbane,"Jan 7, 1989"
547,Australia,Pakistan,Australia,5 wickets,Brisbane,"Jan 8, 1989"
548,Australia,Pakistan,Australia,6 runs,Melbourne,"Jan 10, 1989"
549,Australia,West Indies,Australia,61 runs,Sydney,"Jan 12, 1989"
550,Australia,West Indies,Australia,2 runs,Melbourne,"Jan 14, 1989"
551,Australia,West Indies,West Indies,92 runs,Sydney,"Jan 16, 1989"
552,Australia,West Indies,West Indies,8 wickets,Sydney,"Jan 18, 1989"
553,New Zealand,Pakistan,New Zealand,8 wickets,Dunedin,"Feb 6, 1989"
554,New Zealand,Pakistan,New Zealand,7 wickets,Christchurch,"Mar 4, 1989"
555,West Indies,India,West Indies,50 runs,Bridgetown,"Mar 7, 1989"
556,New Zealand,Pakistan,New Zealand,6 wickets,Wellington,"Mar 8, 1989"
557,West Indies,India,West Indies,6 wickets,Port of Spain,"Mar 9, 1989"
558,New Zealand,Pakistan,Pakistan,7 wickets,Auckland,"Mar 11, 1989"
559,West Indies,India,West Indies,6 wickets,Port of Spain,"Mar 11, 1989"
560,New Zealand,Pakistan,New Zealand,7 wickets,Hamilton,"Mar 14, 1989"
561,West Indies,India,West Indies,8 wickets,St John's,"Mar 18, 1989"
562,West Indies,India,West Indies,101 runs,Georgetown,"Mar 21, 1989"
563,Pakistan,Sri Lanka,Pakistan,30 runs,Sharjah,"Mar 23, 1989"
564,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Mar 24, 1989"
565,England,Australia,England,95 runs,Manchester,"May 25, 1989"
566,England,Australia,tied,-,Nottingham,"May 27, 1989"
567,England,Australia,Australia,6 wickets,Lord's,"May 29, 1989"
568,India,West Indies,West Indies,5 wickets,Sharjah,"Oct 13, 1989"
569,Pakistan,West Indies,Pakistan,11 runs,Sharjah,"Oct 14, 1989"
570,England,Sri Lanka,England,5 wickets,Delhi,"Oct 15, 1989"
571,India,Pakistan,Pakistan,6 wickets,Sharjah,"Oct 15, 1989"
572,India,West Indies,India,37 runs,Sharjah,"Oct 16, 1989"
573,Pakistan,West Indies,Pakistan,57 runs,Sharjah,"Oct 17, 1989"
574,Australia,England,England,7 wickets,Hyderabad (Deccan),"Oct 19, 1989"
575,Sri Lanka,West Indies,Sri Lanka,4 wickets,Rajkot,"Oct 19, 1989"
576,India,Pakistan,Pakistan,38 runs,Sharjah,"Oct 20, 1989"
577,Australia,West Indies,Australia,99 runs,Chennai,"Oct 21, 1989"
578,England,Pakistan,England,4 wickets,Cuttack,"Oct 22, 1989"
579,India,Sri Lanka,India,6 runs,Ahmedabad,"Oct 22, 1989"
580,Australia,Pakistan,Pakistan,66 runs,Brabourne,"Oct 23, 1989"
581,India,West Indies,West Indies,20 runs,Delhi,"Oct 23, 1989"
582,India,England,India,6 wickets,Kanpur,"Oct 25, 1989"
583,Pakistan,West Indies,West Indies,6 wickets,Jalandhar,"Oct 25, 1989"
584,Australia,Sri Lanka,Australia,28 runs,Margao,"Oct 25, 1989"
585,England,West Indies,West Indies,26 runs,Gwalior,"Oct 27, 1989"
586,India,Australia,India,3 wickets,Bengaluru,"Oct 27, 1989"
587,Pakistan,Sri Lanka,Pakistan,6 runs,Lucknow,"Oct 27, 1989"
588,India,Pakistan,Pakistan,77 runs,Eden Gardens,"Oct 28, 1989"
589,England,Pakistan,Pakistan,6 wickets,Nagpur,"Oct 30, 1989"
590,India,West Indies,West Indies,8 wickets,Wankhede,"Oct 30, 1989"
591,Pakistan,West Indies,Pakistan,4 wickets,Eden Gardens,"Nov 1, 1989"
592,Pakistan,India,Pakistan,7 runs,Gujranwala,"Dec 18, 1989"
593,Pakistan,India,no result,-,Karachi,"Dec 20, 1989"
594,Pakistan,India,Pakistan,38 runs,Lahore,"Dec 22, 1989"
595,Australia,Sri Lanka,Australia,30 runs,Melbourne,"Dec 26, 1989"
596,Australia,Sri Lanka,Australia,9 wickets,Perth,"Dec 30, 1989"
597,Pakistan,Sri Lanka,Sri Lanka,3 wickets,Perth,"Dec 31, 1989"
598,Australia,Pakistan,Australia,7 wickets,Melbourne,"Jan 3, 1990"
599,Australia,Sri Lanka,Australia,73 runs,Melbourne,"Jan 4, 1990"
600,Pakistan,Sri Lanka,Pakistan,5 wickets,Brisbane,"Feb 10, 1990"
601,Australia,Pakistan,Australia,67 runs,Brisbane,"Feb 11, 1990"
602,Australia,Pakistan,Pakistan,5 wickets,Sydney,"Feb 13, 1990"
603,West Indies,England,no result,-,Port of Spain,"Feb 14, 1990"
604,Pakistan,Sri Lanka,Pakistan,6 wickets,Hobart,"Feb 15, 1990"
605,Pakistan,Sri Lanka,Pakistan,27 runs,Adelaide,"Feb 17, 1990"
606,West Indies,England,no result,-,Port of Spain,"Feb 17, 1990"
607,Australia,Sri Lanka,Australia,7 wickets,Adelaide,"Feb 18, 1990"
608,Australia,Pakistan,Pakistan,2 runs,Sydney,"Feb 20, 1990"
609,Australia,Pakistan,Australia,7 wickets,Melbourne,"Feb 23, 1990"
610,Australia,Pakistan,Australia,69 runs,Sydney,"Feb 25, 1990"
611,New Zealand,India,New Zealand,108 runs,Dunedin,"Mar 1, 1990"
612,Australia,India,Australia,18 runs,Christchurch,"Mar 3, 1990"
613,West Indies,England,West Indies,3 wickets,Kingston,"Mar 3, 1990"
614,New Zealand,Australia,Australia,150 runs,Christchurch,"Mar 4, 1990"
615,New Zealand,India,India,1 run,Wellington,"Mar 6, 1990"
616,West Indies,England,West Indies,6 wickets,Georgetown,"Mar 7, 1990"
617,Australia,India,Australia,7 wickets,Hamilton,"Mar 8, 1990"
618,New Zealand,Australia,Australia,10 runs,Auckland,"Mar 10, 1990"
619,New Zealand,Australia,Australia,8 wickets,Auckland,"Mar 11, 1990"
620,West Indies,England,West Indies,7 wickets,Georgetown,"Mar 15, 1990"
621,West Indies,England,West Indies,4 wickets,Bridgetown,"Apr 3, 1990"
622,India,Sri Lanka,Sri Lanka,3 wickets,Sharjah,"Apr 25, 1990"
623,Australia,New Zealand,Australia,63 runs,Sharjah,"Apr 26, 1990"
624,India,Pakistan,Pakistan,26 runs,Sharjah,"Apr 27, 1990"
625,Bangladesh,New Zealand,New Zealand,161 runs,Sharjah,"Apr 28, 1990"
626,Pakistan,Sri Lanka,Pakistan,90 runs,Sharjah,"Apr 29, 1990"
627,Australia,Bangladesh,Australia,7 wickets,Sharjah,"Apr 30, 1990"
628,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah,"May 1, 1990"
629,Australia,Sri Lanka,Australia,114 runs,Sharjah,"May 2, 1990"
630,Australia,Pakistan,Pakistan,36 runs,Sharjah,"May 4, 1990"
631,England,New Zealand,New Zealand,4 wickets,Leeds,"May 23, 1990"
632,England,New Zealand,England,6 wickets,The Oval,"May 25, 1990"
633,England,India,India,6 wickets,Leeds,"Jul 18, 1990"
634,England,India,India,5 wickets,Nottingham,"Jul 20, 1990"
635,Pakistan,New Zealand,Pakistan,19 runs,Lahore,"Nov 2, 1990"
636,Pakistan,New Zealand,Pakistan,8 wickets,Peshawar,"Nov 4, 1990"
637,Pakistan,New Zealand,Pakistan,105 runs,Sialkot,"Nov 6, 1990"
638,Pakistan,West Indies,Pakistan,6 runs,Karachi,"Nov 9, 1990"
639,Pakistan,West Indies,Pakistan,5 wickets,Lahore,"Nov 11, 1990"
640,Pakistan,West Indies,Pakistan,31 runs,Multan,"Nov 13, 1990"
641,Australia,New Zealand,Australia,61 runs,Sydney,"Nov 29, 1990"
642,England,New Zealand,New Zealand,7 runs,Adelaide,"Dec 1, 1990"
643,India,Sri Lanka,India,19 runs,Nagpur,"Dec 1, 1990"
644,Australia,New Zealand,Australia,6 wickets,Adelaide,"Dec 2, 1990"
645,India,Sri Lanka,India,6 wickets,Pune,"Dec 5, 1990"
646,England,New Zealand,England,4 wickets,Perth,"Dec 7, 1990"
647,India,Sri Lanka,Sri Lanka,7 wickets,Margao,"Dec 8, 1990"
648,Australia,England,Australia,6 wickets,Perth,"Dec 9, 1990"
649,Australia,New Zealand,Australia,39 runs,Melbourne,"Dec 11, 1990"
650,England,New Zealand,England,33 runs,Sydney,"Dec 13, 1990"
651,England,New Zealand,New Zealand,8 wickets,Brisbane,"Dec 15, 1990"
652,Australia,England,Australia,37 runs,Brisbane,"Dec 16, 1990"
653,Australia,New Zealand,New Zealand,1 run,Hobart,"Dec 18, 1990"
654,Pakistan,Sri Lanka,Sri Lanka,6 wickets,Sharjah,"Dec 20, 1990"
655,Pakistan,Sri Lanka,Pakistan,50 runs,Sharjah,"Dec 21, 1990"
656,India,Bangladesh,India,9 wickets,Chandigarh,"Dec 25, 1990"
657,India,Sri Lanka,Sri Lanka,36 runs,Cuttack,"Dec 28, 1990"
658,Bangladesh,Sri Lanka,Sri Lanka,71 runs,Eden Gardens,"Dec 31, 1990"
659,Australia,England,Australia,68 runs,Sydney,"Jan 1, 1991"
660,India,Sri Lanka,India,7 wickets,Eden Gardens,"Jan 4, 1991"
661,Australia,England,Australia,3 runs,Melbourne,"Jan 10, 1991"
662,Australia,New Zealand,Australia,6 wickets,Sydney,"Jan 13, 1991"
663,Australia,New Zealand,Australia,7 wickets,Melbourne,"Jan 15, 1991"
664,New Zealand,Sri Lanka,New Zealand,5 wickets,Napier,"Jan 26, 1991"
665,New Zealand,Sri Lanka,New Zealand,41 runs,Auckland,"Jan 28, 1991"
666,New Zealand,Sri Lanka,New Zealand,107 runs,Dunedin,"Feb 6, 1991"
667,New Zealand,England,England,14 runs,Christchurch,"Feb 9, 1991"
668,New Zealand,England,New Zealand,9 runs,Wellington,"Feb 13, 1991"
669,New Zealand,England,New Zealand,7 runs,Auckland,"Feb 16, 1991"
670,West Indies,Australia,Australia,35 runs,Kingston,"Feb 26, 1991"
671,West Indies,Australia,Australia,45 runs,Port of Spain,"Mar 9, 1991"
672,West Indies,Australia,West Indies,7 wickets,Port of Spain,"Mar 10, 1991"
673,West Indies,Australia,Australia,37 runs,Bridgetown,"Mar 13, 1991"
674,West Indies,Australia,Australia,6 wickets,Georgetown,"Mar 20, 1991"
675,England,West Indies,England,1 wicket,Birmingham,"May 23-24, 1991"
676,England,West Indies,England,9 runs,Manchester,"May 25, 1991"
677,England,West Indies,England,7 wickets,Lord's,"May 27, 1991"
678,Pakistan,West Indies,West Indies,1 wicket,Sharjah,"Oct 17, 1991"
679,India,Pakistan,India,60 runs,Sharjah,"Oct 18, 1991"
680,India,West Indies,India,19 runs,Sharjah,"Oct 19, 1991"
681,Pakistan,West Indies,Pakistan,1 run,Sharjah,"Oct 21, 1991"
682,India,West Indies,India,7 wickets,Sharjah,"Oct 22, 1991"
683,India,Pakistan,Pakistan,4 runs,Sharjah,"Oct 23, 1991"
684,India,Pakistan,Pakistan,72 runs,Sharjah,"Oct 25, 1991"
685,India,South Africa,India,3 wickets,Eden Gardens,"Nov 10, 1991"
686,India,South Africa,India,38 runs,Gwalior,"Nov 12, 1991"
687,India,South Africa,South Africa,8 wickets,New Delhi,"Nov 14, 1991"
